S.NO.,COLLEGE NAME,PROGRAM NAME,UR,OBC,SC,ST,EWS,PwBD,
367,Gargi College (W),B.A. (Hons.) Hindi,398.7564162,242.3876669,273.9416542,,200.6636913,,
368,Gargi College (W),B.A. (Hons.) History,776.2605393,709.1814299,624.1405996,603.8640267,693.8905978,,
369,Gargi College (W),B.A. (Hons.) Philosophy,726.1837424,575.4608659,464.3907782,370.3230784,549.79834,,
370,Gargi College (W),B.A. (Hons.) Political Science,818.8215928,742.207318,663.7930247,623.024296,740.991201,215.8871823,
371,Gargi College (W),B.A. (Hons.) Sanskrit,311.4261719,126.8794003,186.2112299,,174.9673288,,
372,Gargi College (W),B.Com,807.3364405,692.1219244,592.4093804,435.147542,737.9404677,,
373,Gargi College (W),B.Com (Hons.),838.8320475,745.8621065,653.4699498,539.9484754,782.5046183,466.1758184,
374,Gargi College (W),B.Sc (Hons.) Botany,542.2770733,476.6823772,400.6509316,357.7396988,481.7988889,210.3668266,
375,Gargi College (W),B.Sc (Hons.) Chemistry,410.9896801,341.4072456,236.4747283,122.5408675,327.5628099,,
376,Gargi College (W),B.Sc (Hons.) Microbiology,609.0267432,536.6752093,483.3728957,436.133342,557.5094441,354.1065332,
377,Gargi College (W),B.Sc (Hons.) Mathematics,661.4791589,500.0536487,400.992607,289.881207,510.7056705,,
378,Gargi College (W),B.Sc (Hons.) Physics,415.116905,330.2194793,217.1765809,146.0532234,329.6192405,,
379,Gargi College (W),B.Sc (Hons.) Zoology,570.8365227,514.2694324,445.8388745,387.6608474,508.9006886,269.7699098,
380,Gargi College (W),B.Sc (Prog.) Life Science,530.8465654,464.2851156,374.4251285,313.3740697,471.4465752,78.0014647,
381,Gargi College (W),B.Sc (Prog.) Physical Science with Chemistry,301.7302703,224.82946,125.2954523,101.0531202,255.2813446,,
382,Gargi College (W),B.A. (Hons.) Economics,799.7742581,581.8363326,467.6070602,177.3825102,631.7824815,,
383,Gargi College (W),B.A. (Hons.) Business Economics,479.7122254,334.4423764,271.8733971,221.1344103,362.2625952,,
384,Gargi College (W),Bachelor of Elementary Education (B.El.Ed.),679.4887608,560.8687536,581.3337493,435.9226316,502.299987,119.5292357,
385,Gargi College (W),B.A Program (English + German),628.1619096,428.3446269,435.5981557,198.7055497,326.3261691,,
386,Gargi College (W),B.A Program (English + History),767.5648435,673.5720475,627.9590671,627.8632679,,,
387,Gargi College (W),B.A Program (English + Philosophy),737.6075761,630.4839217,548.295803,,622.1433527,,
388,Gargi College (W),B.A Program (English + Psychology),822.7394955,694.3979318,678.9806584,635.1537154,685.6711292,256.2454837,
389,Gargi College (W),B.A Program (German + History),569.9294854,389.6253657,344.2019425,,307.0023136,,
390,Gargi College (W),B.A Program (German + Political Science),624.1779143,296.9195163,324.4688907,440.6977225,436.1249857,,
391,Gargi College (W),B.A Program (Hindi + History),656.198996,582.1332474,497.1938286,393.4149561,554.1064481,,
392,Gargi College (W),B.A Program (Hindi + Political Science),674.066505,572.8597877,485.0475,323.7555671,582.810722,427.573202,
393,Gargi College (W),B.A Program (Computer Applications + Economics),796.4264626,601.2705959,592.9263651,,605.4374701,,
394,Gargi College (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),713.4839266,496.3230125,436.435074,323.0996053,486.4754267,,
395,Gargi College (W),B.A Program (Computer Applications + Mathematics),702.67838,504.1762197,478.427048,,547.6613422,,
396,Gargi College (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),777.2282926,645.0196831,621.3083189,484.3314951,674.6868579,,
397,Gargi College (W),B.A Program (Economics + Mathematics),781.9921182,575.3756268,,,648.0240872,,
398,Gargi College (W),B.A Program (Economics + Political Science),796.1869713,720.768711,639.2159741,610.4130366,707.5788729,,
399,Gargi College (W),B.A Program (Economics + Psychology),836.9300731,673.3226399,624.4127526,617.1281396,705.832855,,
400,Gargi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Mathematics),722.3775349,452.4597892,400.8780971,,499.5330283,,
401,Gargi College (W),B.A Program (History + Philosophy),735.854688,664.3277127,564.7799807,,586.9207319,,
402,Gargi College (W),B.A Program (History + Political Science),768.1976989,705.2095519,607.4406955,587.2199953,698.8256212,576.6068579,
403,Gargi College (W),B.A Program (Philosophy + Political Science),737.3585188,647.3614217,547.4126801,573.9064581,648.0477716,,
404,Gargi College (W),B.A Program (Philosophy + Psychology),819.9980028,658.8603069,664.2047935,,651.3037329,,
405,Hansraj College,B.A. (Hons.) Economics,864.5004621,721.9032409,642.6301129,502.8714709,770.3267612,471.154149,
406,Hansraj College,B.A. (Hons.) English,851.113423,770.6624674,715.6246694,690.6349734,777.7978908,595.1984874,
407,Hansraj College,B.A. (Hons.) Hindi,644.3759877,545.196587,551.7333078,375.478241,463.2582828,352.328166,
408,Hansraj College,B.A. (Hons.) History,875.0123017,832.3329235,777.5884143,779.1791537,844.6929111,620.9043828,
409,Hansraj College,B.A. (Hons.) Sanskrit,173.7851023,436.7035345,305.8340313,272.3541526,434.5708683,,
410,Hansraj College,B.Com (Hons.),901.71218,828.5794476,764.0232,709.0878191,860.7656857,675.8737746,
411,Hansraj College,B.Sc (Prog.) Life Science,627.3301725,563.7327591,499.6597089,463.2909572,584.571647,298.4915025,
412,Hansraj College,B.Sc (Prog.) Physical Science with Chemistry,430.012407,370.4949654,289.3639474,192.3009326,389.5355591,,
413,Hansraj College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices ,490.770343,418.7545313,328.8123472,203.1273026,463.5078548,111.9934869,
414,Hansraj College,B.Sc (Hons.) Anthropology,601.823311,535.996529,483.2461385,441.8810018,515.5776387,268.2946942,
415,Hansraj College,B.Sc (Hons.) Botany,621.1446785,570.3807199,483.8675094,456.2821479,581.6044488,241.953905,
416,Hansraj College,B.Sc (Hons.) Chemistry,495.4426223,432.8771872,352.1144898,221.6853051,447.8674861,,
417,Hansraj College,B.Sc (Hons.) Computer Science,784.3540376,688.6638709,638.2804158,487.253636,741.103028,483.1232978,
418,Hansraj College,B.Sc (Hons.) Electronics,505.371678,420.4004827,328.0920959,237.863872,455.2626482,,
419,Hansraj College,B.Sc (Hons.) Geology,594.1342106,514.4679725,422.5458249,397.8933132,498.1677528,155.3232502,
420,Hansraj College,B.Sc (Hons.) Mathematics,787.7200634,662.4287494,572.9585957,483.7128854,654.4383627,365.4774425,
421,Hansraj College,B.Sc (Hons.) Physics,528.5707723,457.5894765,377.0676482,220.2381012,472.8110212,92.9186391,
422,Hansraj College,B.Sc (Hons.) Zoology,643.6225721,609.8507054,534.7659025,486.2714769,624.2219674,413.1150526,
423,Hansraj College,B.A Program (Economics + History),845.3368883,776.7122013,718.3356793,697.8138752,799.5954065,567.9695592,
424,Hansraj College,B.A Program (Commerce + Economics),874.9620734,783.6032331,709.3880796,665.179249,827.2962371,639.0601335,
425,Hansraj College,B.A. (Hons.) Philosophy,827.4772809,733.1893119,660.6812711,603.0924548,750.89539,477.6123839,
426,Hansraj College,B.A Program (Hindi + Physical Education),689.4377654,606.7480313,547.3170447,516.1076893,606.6788704,422.3385741,
427,Hansraj College,B.A Program (Philosophy + Physical Education),741.6760762,672.9583849,624.0195747,568.1230897,630.4790729,415.2533516,
428,Hansraj College,B.A Program (Sanskrit + Philosophy),620.1323575,509.5401018,343.382452,,513.322855,,
429,Hindu College,B.A. (Hons.) English,885.7628699,827.5957115,783.1633175,785.0079094,854.9366646,637.5776185,
430,Hindu College,B.A. (Hons.) Economics,888.1655407,776.0399554,705.9676933,605.993109,807.9570594,586.4270001,
431,Hindu College,B.A. (Hons.) Hindi,753.6070734,689.1431315,662.3108155,446.220277,625.1960413,519.6307644,
432,Hindu College,B.A. (Hons.) History,914.3815781,885.8071783,834.2829836,871.0471651,883.1421921,714.3731458,
433,Hindu College,B.A. (Hons.) Political Science,950.5822579,922.9031365,889.6850432,899.1320305,920.7809818,862.7592682,
434,Hindu College,B.A. (Hons.) Sanskrit,480.3216784,118.7996143,389.1391629,166.1352255,548.4015169,282.4895089,
435,Hindu College,B.A. (Hons.) Sociology,891.9902671,843.6481753,777.8429977,789.0005385,822.6685082,623.1920319,
436,Hindu College,B.A. (Hons.) Philosophy,865.0003412,789.608079,714.2766764,644.3679134,781.981531,530.254438,
437,Hindu College,B.Com (Hons.),912.2188167,843.217532,784.0983895,735.1002248,871.504484,718.8836228,
438,Hindu College,B.Sc (Hons.) Physics,557.263619,501.9244557,391.0010116,266.5040171,527.4029732,69.0132561,
439,Hindu College,B.Sc (Hons.) Chemistry,537.905726,474.6685613,386.1242289,262.8433381,470.718578,176.9823763,
440,Hindu College,B.Sc (Hons.) Botany,656.1191562,624.1786929,523.8811479,522.4556697,618.5947013,415.7008815,
441,Hindu College,B.Sc (Hons.) Zoology,678.439355,642.6708861,593.1016595,531.6225762,645.662632,486.790639,
442,Hindu College,B.Sc (Hons.) Mathematics,818.3477146,709.0147968,631.7420628,562.830222,711.1572734,414.3517475,
443,Hindu College,B.Sc (Hons.) Statistics,848.633302,731.665072,620.1348299,467.3719866,730.4380325,310.0457822,
444,Hindu College,B.Sc (Prog.) Physical Science with Electronics,441.916361,384.3854349,295.5802472,180.297392,385.4027676,,
445,Hindu College,B.Sc (Prog.) Physical Science with Chemistry,448.471986,380.8059829,309.8603335,224.9935894,373.7867177,,
446,Hindu College,B.A Program (English + Economics),894.5109581,837.1791376,789.2595051,885.0596786,834.6462965,777.9586164,
447,Hindu College,B.A Program (Hindi + Philosophy),810.4723565,739.1335727,711.8383641,554.5265889,722.1032843,586.6408813,
448,Hindu College,B.A Program (Sanskrit + Political Science),807.886727,746.862903,616.4250699,649.7468246,736.811085,550.5743553,
449,Hindu College,B.A Program (History + Political Science),936.1827585,898.8492458,856.1024206,934.1694057,891.7084782,832.9444701,
450,Indraprastha College for Women (W),B.A. (Hons.) Economics,788.1999527,594.4111305,491.0554581,108.4788873,640.9579419,,
451,Indraprastha College for Women (W),B.A. (Hons.) English,786.0592621,669.1488782,628.5287024,595.4671929,684.6574614,286.2350337,
452,Indraprastha College for Women (W),B.A. (Hons.) Hindi,384.8189694,186.9299752,251.1418699,331.5502179,165.7601935,128.4415493,
453,Indraprastha College for Women (W),B.A. (Hons.) History,795.7507768,733.2497307,632.6159072,636.2016025,718.8038686,213.5493571,
454,Indraprastha College for Women (W),B.A. (Hons.) Philosophy,712.2910938,592.1682493,466.5274114,424.4197475,563.3410075,,
455,Indraprastha College for Women (W),B.A. (Hons.) Political Science,825.6628298,761.9012684,679.1166706,666.3500259,766.2022371,434.7850628,
456,Indraprastha College for Women (W),B.A. (Hons.) Psychology,878.0639125,759.0171823,743.0016169,733.0787523,790.9630221,531.3262125,
457,Indraprastha College for Women (W),B.A. (Hons.) Sanskrit,323.4555882,204.5616272,154.4574077,,122.4224812,,
458,Indraprastha College for Women (W),B.Com (Hons.),843.7523253,755.9394749,664.5227936,566.3878426,800.0204226,384.1518538,
459,Indraprastha College for Women (W),B.Sc (Hons.) Computer Science,676.6250486,571.7539469,541.3395059,356.3194505,600.6171846,,
460,Indraprastha College for Women (W),B.Sc (Hons.) Mathematics,650.057956,501.5794291,377.3900671,238.940751,507.4676137,,
461,Indraprastha College for Women (W),B.A. (Hons.) Geography,814.4258064,740.7069332,672.0207502,660.3238421,724.6375245,341.2324047,
462,Indraprastha College for Women (W),B.A. (Hons.) Sociology,774.9382504,690.8674002,612.632597,604.8195115,657.5063167,369.2943109,
463,Indraprastha College for Women (W),B.A. (Hons.) Multi Media and Mass Communication,520.6672295,444.3362706,393.7252501,319.8304834,462.8980239,144.0202324,
464,Indraprastha College for Women (W),B.A Program (English + History),763.477169,715.3516831,615.212335,626.1022275,,274.9605548,
465,Indraprastha College for Women (W),B.A Program (English + Political Science),783.2494706,727.8989301,647.0953069,592.4230758,,343.1378633,
466,Indraprastha College for Women (W),B.A Program (Hindi + History),705.5177904,617.6947386,522.0443056,549.1151906,625.9409513,368.280397,
467,Indraprastha College for Women (W),B.A Program (Hindi + Political Science),732.222965,677.3767588,503.3805142,457.4839694,614.5214233,216.5807307,
468,Indraprastha College for Women (W),B.A Program (Sanskrit + Philosophy),471.2114107,327.37669,301.259388,,,,
469,Indraprastha College for Women (W),B.A Program (Computer Applications + Mathematics),665.7138166,481.03805,428.3193855,340.3676213,537.6947645,,
470,Indraprastha College for Women (W),B.A Program (Economics + Mathematics),774.8813136,598.941928,427.8653695,415.3591132,629.029184,,
471,Indraprastha College for Women (W),B.A Program (Economics + Political Science),800.8606543,728.1715408,635.5184009,655.8111789,,237.8733756,
472,Indraprastha College for Women (W),B.A Program (History + Philosophy),756.901336,694.3209988,545.5577357,541.4977061,621.8888362,,
473,Indraprastha College for Women (W),B.A Program (History + Political Science),790.2989633,733.0121195,654.3702875,653.2238745,741.6300795,264.8087384,
474,Indraprastha College for Women (W),B.A Program (Human Development and Family Empowerment (HDFE) + Psychology),796.1991528,627.3727842,599.7355733,548.0919837,610.3926551,,
475,Indraprastha College for Women (W),B.A Program (Computer Applications + Economics),749.5097955,609.2723808,401.1777357,,609.5319057,,
476,Indraprastha College for Women (W),B.A Program (Sanskrit + History),544.6186192,388.9899887,268.3523973,,310.1226059,,
477,Indraprastha College for Women (W),B.A Program (Philosophy + Psychology),795.9127871,684.9287221,612.2057628,559.3421086,,,
478,Indraprastha College for Women (W),B.A Program (Sanskrit + Political Science),613.0879397,367.8308876,169.6948707,,,,
479,Indraprastha College for Women (W),B.A Program (Human Development and Family Empowerment (HDFE) + Philosophy),690.2446693,579.3069733,403.4829294,,391.7895973,,
480,Indraprastha College for Women (W),B.A Program (Human Development and Family Empowerment (HDFE) + Hindi),652.008982,430.9800281,377.8366003,,562.5370281,,
481,Indraprastha College for Women (W),B.A Program (Commerce + Economics),828.7007749,723.1154257,630.714484,503.1065492,721.965483,,
482,Indraprastha College for Women (W),B.A Program (Geography + English),775.5393924,723.3518133,605.9263511,619.5633259,682.0374189,,
483,Indraprastha College for Women (W),B.A Program (Hindi + Geography),707.2362222,646.1340065,489.5003503,425.3797259,,,
484,Indraprastha College for Women (W),B.A Program (Geography + History),805.12984,726.1398063,,616.90747,695.0741874,,
485,Indraprastha College for Women (W),B.A Program (Geography + Political Science),797.9937822,739.8438073,638.4821498,608.6302836,,,
486,Indraprastha College for Women (W),B.A Program (Sanskrit + Geography),512.3119076,451.1346821,,,,,
487,Indraprastha College for Women (W),B.A Program (Human Development and Family Empowerment (HDFE) + Sociology),699.6482176,583.3139306,511.7942766,,622.8690964,,
488,Indraprastha College for Women (W),B.A Program (History + Sociology),773.6991163,723.3512708,589.8637414,,657.3986698,,
489,Indraprastha College for Women (W),B.A Program (Philosophy + Sociology),738.7306449,611.0749203,550.8418388,,643.808419,,
490,Indraprastha College for Women (W),B.A Program (Psychology + Sociology),834.6185233,729.3748316,635.4086365,,659.7209889,,
491,Indraprastha College for Women (W),B.A Program (Commerce + Mathematics),755.3615994,511.7054741,364.8823903,245.8337084,560.9590799,,
492,Indraprastha College for Women (W),B.A Program (English + Human Development and Family Empowerment (HDFE)),693.8729877,589.8659846,490.2363425,538.6769413,602.5241004,74.4686808,
493,Indraprastha College for Women (W),B.A Program (Hindi + Psychology),763.5295713,590.8346931,506.1576756,446.0834931,,,
494,Indraprastha College for Women (W),B.A Program (Commerce + Psychology),788.893333,698.9396646,602.2447516,511.2580918,,,
495,Indraprastha College for Women (W),B.A Program (Commerce + Computer Applications),739.5981371,543.4779253,395.9900019,523.0689641,574.5447271,,
496,Institute of Home Economics (W),B.Sc (Pass) Home Science,523.7837429,386.0503261,320.0022143,181.4848284,279.896538,,
497,Institute of Home Economics (W),B.Sc (Hons.) Home Science,399.6280545,316.5598396,252.0513301,186.4691451,294.1351027,,
498,Institute of Home Economics (W),B.Sc (Hons.) Microbiology,548.2769945,468.9273309,376.5588044,327.7394054,454.1160101,204.943781,
499,Institute of Home Economics (W),B.Sc (Hons.) Bio-Chemistry,552.7712296,467.4514148,396.0506737,323.9015525,456.0840643,328.2604378,
500,Institute of Home Economics (W),B.A. (Hons.) Journalism,693.7352331,536.3085022,454.6125138,395.5454198,529.2201984,,
501,Institute of Home Economics (W),B.Sc (Hons.) Food Technology,511.1169391,434.1266546,360.0901092,306.1508189,429.8602057,,
502,Institute of Home Economics (W),Bachelor of Elementary Education (B.El.Ed.),618.1830443,515.1101619,507.9846865,357.7817414,468.8374074,,
503,Janki Devi Memorial College (W),B.Com,696.1060115,519.2538989,412.5450909,108.2092397,558.2882512,,
504,Janki Devi Memorial College (W),B.Com (Hons.),735.1517648,561.664994,469.8720991,212.1941596,593.7005822,,
505,Janki Devi Memorial College (W),B.A. (Hons.) Economics,671.8336076,363.3998976,275.8764712,,372.2258775,,
506,Janki Devi Memorial College (W),B.A. (Hons.) English,653.0459094,483.7964009,477.2611447,421.5612747,469.8040995,273.0842425,
507,Janki Devi Memorial College (W),B.A. (Hons.) Hindi,241.1631556,161.3903167,74.2506661,,,,
508,Janki Devi Memorial College (W),B.A. (Hons.) History,627.801883,451.8199887,411.8400385,348.3815053,334.2128127,421.6430474,
509,Janki Devi Memorial College (W),B.Sc (Hons.) Mathematics,489.5350479,351.197401,240.0549993,119.9781461,358.1897368,,
510,Janki Devi Memorial College (W),B.A. (Hons.) Philosophy,585.1901958,404.5230529,348.1675566,272.2928762,372.4097163,,
511,Janki Devi Memorial College (W),B.A. (Hons.) Political Science,663.7897484,546.5887846,471.4548932,396.7418044,393.387455,,
512,Janki Devi Memorial College (W),B.A. (Hons.) Sanskrit,270.2076463,,,,,,
513,Janki Devi Memorial College (W),B.A. (Hons.) Sociology,628.4569334,455.3391568,435.4353215,446.1444718,325.8603724,,
514,Janki Devi Memorial College (W),B.A Program (English + Economics),669.7933571,496.8830404,472.5656079,362.5238833,491.4037366,,
515,Janki Devi Memorial College (W),B.A Program (English + History),641.7563307,495.9620102,518.8670061,483.8411848,457.0968488,,
516,Janki Devi Memorial College (W),B.A Program (English + Philosophy),659.9052523,506.0014579,428.198374,470.4602235,442.8214552,,
517,Janki Devi Memorial College (W),B.A Program (Hindi + History),524.5093246,384.312028,385.6456096,,244.1285913,,
518,Janki Devi Memorial College (W),B.A Program (Hindi + Music),482.6590325,378.8106368,381.095614,451.4532772,213.2825337,,
519,Janki Devi Memorial College (W),B.A Program (Sanskrit + History),223.1532135,167.8197171,147.066748,,,,
520,Janki Devi Memorial College (W),B.A Program (Sanskrit + HDFE),339.4689361,,,,,,
521,Janki Devi Memorial College (W),B.A Program (Sanskrit + Music),,,,,,,
522,Janki Devi Memorial College (W),B.A Program (Sanskrit + Philosophy),358.7714628,,,,,,
523,Janki Devi Memorial College (W),B.A Program (Sanskrit + Political Science),406.7387344,,,,,,
524,Janki Devi Memorial College (W),B.A Program (Economics + History),611.0193033,459.7369433,422.9604159,475.5755829,358.7846702,,
525,Janki Devi Memorial College (W),B.A Program (Economics + HDFE),642.5455607,383.7013377,334.2216581,197.7705077,394.354001,,
526,Janki Devi Memorial College (W),B.A Program (Economics + Mathematics),638.7290241,385.7356683,213.8425963,,343.6974971,,
527,Janki Devi Memorial College (W),B.A Program (Economics + Political Science),644.8257349,531.9345484,434.77621,339.7652904,410.0665333,,
528,Janki Devi Memorial College (W),B.A Program (History + Music),524.3718473,383.742399,247.0356037,,342.17743,,
529,Janki Devi Memorial College (W),B.A Program (History + Philosophy),586.8922941,432.4276543,394.3262909,205.8324805,420.4493049,,
530,Janki Devi Memorial College (W),B.A Program (History + Political Science),600.8140599,450.416791,408.9079563,434.5058785,328.1420691,,
531,Janki Devi Memorial College (W),B.A Program (Music + Political Science),566.4358615,330.0302641,364.7137204,,,,
532,Janki Devi Memorial College (W),B.A Program (Philosophy + Political Science),589.9362989,419.5267197,385.8346869,86.1363752,325.7462643,,
533,Janki Devi Memorial College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),555.0104604,371.7789115,278.0945481,227.7564148,324.0157661,,
534,Janki Devi Memorial College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Philosophy),575.4362767,414.2355104,332.5652767,146.8990752,335.7402221,,
535,Janki Devi Memorial College (W),B.A Program (Hindi + Political Science),551.4080579,421.0558448,383.5644155,236.1143599,310.5276539,,
536,Janki Devi Memorial College (W),B.A Program (English + Mathematics),608.0785489,447.8094968,354.9579633,,370.1292217,,
537,Janki Devi Memorial College (W),B.A Program (Economics + Music),609.7728656,434.3494399,361.7389932,173.4297351,330.4863433,,
538,Janki Devi Memorial College (W),B.A Program (Economics + Philosophy),621.7920097,430.2458731,345.3276592,170.4503541,407.6088852,,
539,Janki Devi Memorial College (W),B.A Program (Music + Philosophy),600.5783296,438.9951244,315.84933,278.1377618,,,
540,Jesus & Mary College (W),B.A. (Hons.) English,768.0631558,,,,,462.6873995,
541,Jesus & Mary College (W),B.A. (Hons.) Economics,819.7963245,,,,,610.7369789,
542,Jesus & Mary College (W),B.A. (Hons.) Hindi,346.8613035,,,,,,
543,Jesus & Mary College (W),B.A. (Hons.) History,776.3296785,,,,,315.2067645,
544,Jesus & Mary College (W),B.A. (Hons.) Political Science,835.8885378,,,,,555.7927136,
545,Jesus & Mary College (W),B.A. (Hons.) Psychology,898.8038013,,,,,619.5570742,
546,Jesus & Mary College (W),B.A. (Hons.) Sociology,764.1235398,,,,,,
547,Jesus & Mary College (W),B.Com,828.2130163,,,,,,
548,Jesus & Mary College (W),B.Com (Hons.),848.563444,,,,,283.3839799,
549,Jesus & Mary College (W),B.Sc (Hons.) Mathematics,661.8419492,,,,,,
550,Jesus & Mary College (W),Bachelor of Elementary Education (B.El.Ed.),673.7876742,,,,,489.2927,
551,Jesus & Mary College (W),B.Voc Retail Management and IT,662.4604608,,,,,,
552,Jesus & Mary College (W),B.Voc Health Care Management,653.9414746,,,,,,
553,Jesus & Mary College (W),B.A Program (English + French),626.7319616,,,,,,
554,Jesus & Mary College (W),B.A Program (English + History),740.9459065,,,,,,
555,Jesus & Mary College (W),B.A Program (French + Philosophy),511.7053172,,,,,,
556,Jesus & Mary College (W),B.A Program (Spanish + History),496.4035161,,,,,,
557,Jesus & Mary College (W),"B.A Program (Spanish + Advertising, Sales Promotion and Sales Management (ASPSM))",490.9581762,,,,,,
558,Jesus & Mary College (W),B.A Program (Computer Applications + Mathematics),672.7991461,,,,,,
559,Jesus & Mary College (W),B.A Program (Economics + Mathematics),778.6875671,,,,,,
560,Jesus & Mary College (W),B.A Program (History + Political Science),770.3287841,,,,,677.0388596,
561,Jesus & Mary College (W),B.A Program (Philosophy + Psychology),802.4318538,,,,,,
562,Jesus & Mary College (W),B.A Program (Psychology + Sociology),838.9097008,,,,,463.4622565,
563,Jesus & Mary College (W),B.A Program (Political Science + Sociology),755.8053612,,,,,376.5886344,
564,Jesus & Mary College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",760.4924548,,,,,634.61916,
565,Jesus & Mary College (W),B.A Program (Computer Applications +Economics),743.1448611,,,,,,
566,Jesus & Mary College (W),B.A Program (Economics + Human Resource Management (HRM)),780.7971514,,,,,,
567,Jesus & Mary College (W),B.A Program (English + Sociology),721.9811768,,,,,474.4823681,
568,Jesus & Mary College (W),B.A Program (English + Philosophy),720.6104141,,,,,,
569,Jesus & Mary College (W),B.A Program (Human Resource Management (HRM) + Psychology),822.2188147,,,,,390.4815079,
570,Kalindi College (W),B.Sc (Hons.) Botany,505.6317099,438.338205,357.5762017,319.2959107,433.4539385,218.6084886,
571,Kalindi College (W),B.Sc (Hons.) Zoology,529.0979616,467.3470829,392.9413749,343.8113747,445.8782038,,
572,Kalindi College (W),B.Com,701.0997279,526.8667653,411.761884,249.9860573,571.0085121,372.5269216,
573,Kalindi College (W),B.Com (Hons.),767.1446164,615.5012849,516.9103777,401.841361,633.9569116,,
574,Kalindi College (W),B.A. (Hons.) Economics,670.790969,385.9200449,271.9276976,,401.1064879,,
575,Kalindi College (W),B.A. (Hons.) English,655.4886262,501.7663098,451.8738187,384.5370484,468.987615,,
576,Kalindi College (W),B.A. (Hons.) Hindi,225.0710535,208.3716052,159.6910271,,,,
577,Kalindi College (W),B.A. (Hons.) History,630.6272781,496.6272784,444.5039969,361.5895332,367.1027124,,
578,Kalindi College (W),B.A. (Hons.) Journalism,693.9491432,528.583998,485.7007748,434.81179,520.0912515,,
579,Kalindi College (W),B.A. (Hons.) Political Science,661.6305754,552.8286616,470.2557604,399.9568441,436.3435243,,
580,Kalindi College (W),B.A. (Hons.) Sanskrit,217.5779373,136.3049432,,,,,
581,Kalindi College (W),B.Sc (Prog.) Life Science,488.2558181,413.0481206,333.584871,270.6008937,414.4795276,,
582,Kalindi College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,287.2475242,204.7505453,105.3853492,,227.7036718,,
583,Kalindi College (W),B.Sc (Hons.) Computer Science,592.8436684,481.4264319,400.3105992,245.2912705,515.7382868,,
584,Kalindi College (W),B.Sc (Hons.) Mathematics,545.7564212,402.4822951,296.1480324,,419.3179863,,
585,Kalindi College (W),B.Sc (Hons.) Physics,326.6910387,251.2735648,147.6707501,89.1217739,240.5238713,,
586,Kalindi College (W),B.A. (Hons.) Geography,669.7863246,581.4526892,473.6977667,499.1720246,465.8949386,,
587,Kalindi College (W),B.Sc (Hons.) Chemistry,339.3692722,268.2539905,170.8354114,80.6260316,263.9637656,,
588,Kalindi College (W),B.A Program (Sanskrit + Buddhist Studies),257.6286467,,,,,,
589,Kalindi College (W),B.A Program (Sanskrit + History),144.8832329,,,,,,
590,Kalindi College (W),B.A Program (Sanskrit + Music),467.645768,,,,,,
591,Kalindi College (W),B.A Program (Sanskrit + Political Science),257.2540228,,,,,,
592,Kalindi College (W),B.A Program (Buddhist Studies + Music),567.2799281,388.4508242,396.923516,,,,
593,Kalindi College (W),B.A Program (Buddhist Studies + History),606.0256593,429.549816,477.9282635,,342.7971755,,
594,Kalindi College (W),B.A Program (Buddhist Studies + Political Science),571.8641379,446.9948956,359.9571288,364.08056,307.7311675,,
595,Kalindi College (W),B.A Program (Computer Applications + Economics),642.4064853,431.0221827,286.8814432,,435.6441155,,
596,Kalindi College (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),590.1428757,456.06335,392.9899963,326.0766293,367.7063656,,
597,Kalindi College (W),B.A Program (Computer Applications + Geography),558.2867381,438.4840721,371.6439027,361.0488079,358.4884812,,
598,Kalindi College (W),B.A Program (Computer Applications + Mathematics),608.5212042,432.4548549,314.7577515,,461.8049479,,
599,Kalindi College (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),701.0253756,491.6708493,460.5245858,281.6653588,561.3846384,,
600,Kalindi College (W),B.A Program (Economics + Geography),615.7798367,490.7552088,390.2497123,479.1320655,402.6917681,,
601,Kalindi College (W),B.A Program (Economics + History),619.2074826,447.101516,383.4893559,279.2984492,312.9867319,,
602,Kalindi College (W),B.A Program (Economics + Mathematics),661.4004827,424.4142553,268.2924948,,369.9611156,,
603,Kalindi College (W),B.A Program (Economics + Political Science),618.7584816,481.0519708,395.8386139,383.659306,400.7295476,,
604,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + History),600.8423646,404.5292668,331.8210841,,,,
605,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Geography),600.9550976,456.784351,340.0124067,,410.417848,,
606,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Mathematics),600.2672955,371.099774,236.3399915,,290.7417875,,
607,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Political Science),618.6800019,468.5689415,346.9093729,279.2408861,367.7148895,,
608,Kalindi College (W),B.A Program (Geography + History),688.5215459,577.8119068,450.9817561,535.8865591,496.8870701,,
609,Kalindi College (W),B.A Program (Geography + Mathematics),570.3908534,420.4183556,414.7844927,200.7372803,306.8081505,,
