S.NO.,COLLEGE NAME,PROGRAM NAME,UR,OBC,SC,ST,EWS,PwBD,
1,Acharya Narendra Dev College,B.Com (Hons.),741.7355297,591.5148212,509.738252,307.3793305,629.8035234,364.8609327,
2,Acharya Narendra Dev College,B.Sc (Hons.) Biomedical Science,591.1422895,512.3533607,438.5571106,369.6123935,493.3660477,112.407306,
3,Acharya Narendra Dev College,B.Sc (Hons.) Botany,501.6979696,431.6434362,356.8961674,322.4662411,423.7538792,278.561065,
4,Acharya Narendra Dev College,B.Sc (Hons.) Chemistry,349.4427252,292.6822182,202.3417963,56.1108895,290.9367706,, 
5,Acharya Narendra Dev College,B.Sc (Hons.) Computer Science,631.5657585,533.1901404,454.720755,331.1577395,548.8684346,172.6171434,
6,Acharya Narendra Dev College,B.Sc (Hons.) Electronics,332.8557566,256.6817726,176.8209036,45.6737544,266.8689102,,
7,Acharya Narendra Dev College,B.Sc (Hons.) Physics,357.4142555,291.1084245,191.6542578,120.8794726,285.8641285,,
8,Acharya Narendra Dev College,B.Sc (Hons.) Zoology,529.5215181,457.3831706,394.4412948,340.2113417,443.5846988,139.8129263,
9,Acharya Narendra Dev College,B.Sc (Prog.) Life Science,502.9223573,434.6788915,352.6017453,316.9925714,418.0775336,,
10,Acharya Narendra Dev College,B.Sc (Hons.) Mathematics,561.69673,452.3274302,361.0569172,138.259921,471.8297179,,
11,Acharya Narendra Dev College,B.Sc (Prog.) Physical Science with Chemistry,267.0248347,206.6802882,122.199766,88.2529836,204.7414432,,
12,Acharya Narendra Dev College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,315.0105612,243.9169762,182.2831052,83.0490943,236.7085807,,
13,Acharya Narendra Dev College,B.Sc (Prog.) Physical Science with Electronics,270.8525636,195.1252726,110.5386229,75.630203,199.3570938,,
14,Aditi Mahavidyalaya (W),B.A. (Hons.) Geography,606.5481067,497.3980943,443.5955212,422.3760087,384.6108605,,
15,Aditi Mahavidyalaya (W),B.A. (Hons.) Hindi Patrakarita,352.3420527,145.0906576,207.9536122,343.8518048,262.1529676,186.312188,
16,Aditi Mahavidyalaya (W),B.A. (Hons.) Social Work,528.4188715,371.0657875,253.8755564,172.9752028,226.8693359,,
17,Aditi Mahavidyalaya (W),B.Com (Hons.),692.9472833,521.3742681,442.9726416,115.5306851,518.1780844,,
18,Aditi Mahavidyalaya (W),B.Com,661.5646331,495.7887506,401.5991705,367.6105384,493.3593493,,
19,Aditi Mahavidyalaya (W),Bachelor of Elementary Education (B.El.Ed.),581.8751708,464.0997331,466.2025219,292.6660698,425.4226655,,
20,Aditi Mahavidyalaya (W),B.A Program (Hindi + NHE),453.8150953,274.8910609,199.1257603,171.344125,266.7337351,,
21,Aditi Mahavidyalaya (W),B.A Program (Hindi + OMSP),440.8493657,264.9569579,153.0161608,,254.3564053,,
22,Aditi Mahavidyalaya (W),B.A Program (Hindi + Political Science),503.8999208,354.7585943,361.9685056,,108.3965116,,
23,Aditi Mahavidyalaya (W),B.A Program (Sanskrit + History),140.4306566,,,,,,
24,Aditi Mahavidyalaya (W),B.A Program (Sanskrit + Music),278.6261288,,,,,,
25,Aditi Mahavidyalaya (W),B.A Program (Sanskrit + Political Science),162.9035247,,,,,,
26,Aditi Mahavidyalaya (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",629.3511503,461.4640249,365.1941231,243.7924321,421.2619529,,
27,Aditi Mahavidyalaya (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Mathematics)",537.6780967,324.2941729,153.0662875,,185.8066,,
28,Aditi Mahavidyalaya (W),B.A Program (Economics + Mathematics),621.3893874,372.9395995,140.7013364,,279.7130723,,
29,Aditi Mahavidyalaya (W),B.A Program (Economics + Psychology),681.1083012,510.0905329,491.9167063,411.6078808,421.6100116,,
30,Aditi Mahavidyalaya (W),B.A Program (Food Technology (FT) +Geography),547.0675796,368.6865019,318.5872523,230.4380239,319.6188063,,
31,Aditi Mahavidyalaya (W),B.A Program (Geography + History),568.0282126,431.5212077,390.6810206,460.645658,403.4859095,,
32,Aditi Mahavidyalaya (W),B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),495.5766573,271.6825249,212.4859595,264.2982915,152.0848096,,
33,Aditi Mahavidyalaya (W),B.A Program (Mathematics + Psychology),528.7661713,317.2050251,186.8923947,326.2172463,261.4845751,,
34,Aditi Mahavidyalaya (W),B.A Program (Music + Sociology),445.9442697,207.6002604,188.3740391,430.0387587,338.0067004,,
35,Aditi Mahavidyalaya (W),B.A Program (NHE + Sociology),489.9040944,267.8701317,181.1835524,101.44522,267.9676119,,
36,Aditi Mahavidyalaya (W),B.A Program (Office Management & Secretarial Practice (OMSP) + Sociology),521.7835941,332.1161952,191.9621593,,195.5530577,,
37,Aditi Mahavidyalaya (W),B.A Program (Political Science + Sociology),578.6224785,392.0896088,356.7356331,343.1914463,277.1507885,,
38,Aditi Mahavidyalaya (W),B.A Program (Economics + Food Technology),566.4791447,416.411098,325.7878504,321.6555445,376.3413352,,
39,Aditi Mahavidyalaya (W),B.A Program (Education + Political Science),507.8075237,357.4866295,293.5136828,99.8379655,193.3465742,,
40,Aditi Mahavidyalaya (W),B.A Program (Education + Human Development and Family Empowerment(HDFE)),529.6278565,375.8452291,314.2326284,181.1264663,211.1700127,304.9637464,
41,Aditi Mahavidyalaya (W),B.A Program (Education + Geography),529.7885764,368.1241333,317.4825292,215.8012796,165.8893627,,
42,Aryabhatta College,B.A. (Hons.) Economics,751.8966907,524.1016624,429.5124663,158.5561849,548.3391355,,
43,Aryabhatta College,B.A. (Hons.) English,696.0251072,557.1106869,501.5460235,495.8567054,547.6397831,253.3399333,
44,Aryabhatta College,B.A. (Hons.) Hindi,439.6417952,331.5259609,312.9011132,,166.393981,,
45,Aryabhatta College,B.A. (Hons.) History,707.3178897,582.6234141,515.1187791,498.492209,571.1924308,334.2990854,
46,Aryabhatta College,B.A. (Hons.) Political Science,741.6835005,668.5927556,585.4438979,554.6465181,656.492797,36.8324183,
47,Aryabhatta College,B.Sc (Hons.) Computer Science,626.7114676,540.2728371,439.089366,354.8924749,552.0544452,270.6149229,
48,Aryabhatta College,B.Sc (Hons.) Mathematics,601.5368209,471.3909592,355.7121152,237.1602412,469.7180471,,
49,Aryabhatta College,B.A. (Hons.) Psychology,837.8774286,671.5607672,662.9209463,618.3476057,656.4160407,558.5698966,
50,Aryabhatta College,B.Com,780.3800532,659.9296459,564.8122788,468.1014363,706.4496812,356.2611865,
51,Aryabhatta College,B.Com (Hons.),808.2489095,702.1935647,614.6217594,570.8070108,753.8134026,,
52,Aryabhatta College,Bachelor of Management Studies (BMS),472.0593144,355.3127795,299.5415075,118.2239469,383.8039074,193.5323387,
53,Aryabhatta College,B.A. (Hons.) Business Economics,445.5407278,300.2689167,229.1248952,270.3784384,323.7993497,403.05766,
54,Aryabhatta College,B.A Program (History + Political Science),676.9578034,574.186892,527.3622517,506.2263395,561.9729985,432.227006,
55,Aryabhatta College,B.A Program (Economics + Mathematics),692.2267136,460.290958,343.1998991,267.6328623,456.9138483,,
56,Aryabhatta College,B.A Program (English + Psychology),748.4387162,586.6683431,566.9524895,560.1635145,594.8287052,275.3427751,
57,Atma Ram Sanatan Dharma College,B.Com,821.0671847,726.0004349,654.6489055,529.2424344,771.4477784,189.0046528,
58,Atma Ram Sanatan Dharma College,B.Com (Hons.),846.3707484,768.1747922,697.7635776,600.64235,814.205762,222.0562849,
59,Atma Ram Sanatan Dharma College,B.A. (Hons.) English,776.7158472,675.4473671,614.2814611,598.3820301,700.9623772,364.7852448,
60,Atma Ram Sanatan Dharma College,B.A. (Hons.) Hindi,444.0941563,356.4833355,364.7483807,181.3078124,173.9801669,,
61,Atma Ram Sanatan Dharma College,B.A. (Hons.) History,798.0344317,747.0459261,677.2841909,630.6087726,737.9460058,426.9062768,
62,Atma Ram Sanatan Dharma College,B.A. (Hons.) Political Science,823.8564962,770.8587347,705.7440615,685.6727177,781.8972586,533.4405498,
63,Atma Ram Sanatan Dharma College,B.A. (Hons.) Economics,793.9463506,604.9181377,510.2503534,315.8721212,650.3229808,,
64,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Physics,417.7083097,360.0316339,235.1812512,113.5638407,359.040128,,
65,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Chemistry,398.6968947,342.6086872,245.7075247,121.8133606,337.3626217,,
66,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Mathematics,666.1571336,532.0654905,432.3089341,288.0497328,524.7027492,,
67,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Electronics,405.7542638,338.0456716,253.1077996,124.1071455,329.8072338,,
68,Atma Ram Sanatan Dharma College,B.Sc (Hons.) Computer Science,695.4216918,627.4229857,513.7045049,395.0361093,629.2231452,241.2398306,
69,Atma Ram Sanatan Dharma College,B.Sc (Prog.) Physical Science with Chemistry,306.9273601,264.221276,161.1216429,179.4602764,272.250127,,
70,Atma Ram Sanatan Dharma College,Electronics,305.4049112,253.6317492,149.2157167,29.2130746,246.5582008,,
71,Atma Ram Sanatan Dharma College,Science/ Informatics Practices,383.4174827,315.8036518,225.7395241,118.3325721,328.9092701,,
72,Atma Ram Sanatan Dharma College,Industrial Chemistry,289.0193778,232.0630119,133.3786005,90.7791446,233.2820523,,
73,Atma Ram Sanatan Dharma College,B.A Program (Sanskrit + Any other discipline  subject from (English/Hindi/Sanskrit/Political Sc./Economics/Mathematics/Comp. App./History)) ,634.7489449,475.0541409,378.2988192,,372.0923372,,
74,Atma Ram Sanatan Dharma College,B.A Program (Computer Applications + Any other discipline subject from (English/Hindi/Sanskrit/Political Sc./Economics/Mathematics/Comp. App./History)) ,778.5067124,635.7669253,571.8644257,552.67611,670.2151748,,
75,Atma Ram Sanatan Dharma College,B.A Program (Mathematics + Any other discipline subject from (English/Hindi/Sanskrit/Political Sc./Economics/Mathematics/Comp. App./History)),780.8334175,667.3944021,470.030623,483.3076409,535.5466167,,
76,Atma Ram Sanatan Dharma College,B.A Program (English + Any other discipline subject from (English/Hindi/Sanskrit/Political Sc./Economics/Mathematics/Comp. App./History)),799.3849957,729.3297133,629.6454396,594.0699013,710.3340105,644.4162905,
77,Atma Ram Sanatan Dharma College,B.A Program (Hindi + Any other discipline subject from (English/Hindi/Sanskrit/Political Sc./Economics/Mathematics/Comp. App./History)),737.5001061,663.6525568,610.3694999,478.2934297,653.9538636,315.0527648,
78,Atma Ram Sanatan Dharma College,B.A Program (Any two disciplines from (History/Political Sc./Economics)),780.334444,699.8010356,632.7641301,605.5198901,743.1396511,448.2468871,
79,Bhagini Nivedita College (W),B.Com,650.2286603,470.1390736,366.6926772,,482.6961717,,
80,Bhagini Nivedita College (W),B.A. (Hons.) Hindi,307.459805,156.9014316,111.7276374,,214.6820708,,
81,Bhagini Nivedita College (W),B.A. (Hons.) History,572.9085827,413.1377505,383.3064578,286.8506379,288.7511205,,
82,Bhagini Nivedita College (W),B.Sc (Hons.) Physics,293.3387894,213.5392743,105.5239147,,206.939357,,
83,Bhagini Nivedita College (W),B.Sc (Hons.) Home Science,392.5341378,313.4952955,258.6992713,222.056234,288.5348599,,
84,Bhagini Nivedita College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,263.3317121,193.4990174,93.1823851,,197.1386788,,
85,Bhagini Nivedita College (W),B.Sc (Prog.) Physical Science with Chemistry,229.1151442,162.3301777,10.629529,,157.1003532,,
86,Bhagini Nivedita College (W),B.A. (Hons.) Political Science,620.4430447,468.7493354,426.125082,361.7991556,368.0843723,,
87,Bhagini Nivedita College (W),B.A Program (History + Political Science),557.057032,406.6846454,375.0056786,316.8080364,340.4960665,,
88,Bhagini Nivedita College (W),B.A Program (Economics + Political Science),554.1294193,373.8093612,327.0900044,169.9745348,249.6915564,,
89,Bhagini Nivedita College (W),B.A Program (Sanskrit + Political Science),305.1928643,,,,,,
90,Bhagini Nivedita College (W),B.A Program (Food Technology (FT) + Political Science),500.6668141,329.5460425,258.062421,,241.2326372,,
91,Bhagini Nivedita College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),489.1181822,264.4444179,146.4760764,,231.3900616,,
92,Bhagini Nivedita College (W),B.A Program (Computer Applications + Political Science),508.4141196,334.8546505,194.0552072,272.3064345,241.0653907,,
93,Bhagini Nivedita College (W),B.A Program (Office Management & Secretarial Practice (OMSP) + Political Science),532.022708,377.0901793,391.6993677,,213.8083144,,
94,Bhagini Nivedita College (W),B.A Program (Music + Political Science),469.2304931,263.1588365,107.5778439,,230.0367067,,
95,Bhagini Nivedita College (W),B.A Program (Economics + History),548.9202805,375.1767988,302.7940225,357.7718707,261.0953601,370.96325,
96,Bhagini Nivedita College (W),B.A Program (Sanskrit + History),269.8611598,,,,,,
97,Bhagini Nivedita College (W),B.A Program (Food Technology (FT) + History),502.9799455,333.0501488,264.5928828,,203.8211875,,
98,Bhagini Nivedita College (W),B.A Program (History + Music),450.6304225,279.4319372,160.0035919,344.0575511,,,
99,Bhagini Nivedita College (W),B.A Program (Computer Applications + Economics),565.2040906,353.3747956,163.6564939,,321.5394228,,
100,Bhagini Nivedita College (W),B.A Program (Economics + OMSP),584.107558,374.403336,315.7222553,,247.6861062,,
101,Bhagini Nivedita College (W),B.A Program (Political Science + Nutrition and Health Education (NHE)),505.2636691,327.6827105,264.1391908,331.6320297,188.7399588,,
102,Bhagini Nivedita College (W),B.A Program (Political Science + Apparel Design & Construction (ADC)),503.8780953,306.7355272,178.030832,330.9392248,288.4059964,,
103,Bhagini Nivedita College (W),B.A Program (History + Nutrition and Health Education (NHE)),485.1405092,286.5661765,282.6936657,224.2578747,322.5023955,,
104,Bhagini Nivedita College (W),B.A Program (History + Apparel Design & Construction (ADC)),489.0725557,300.1834326,271.9085343,,129.7756681,,
105,Bhagini Nivedita College (W),B.A Program (History + Human Development and Family Empowerment (HDFE)),482.0110113,277.1516897,270.6049384,,,,
106,Bharati College (W),B.A. (Hons.) English,643.3123202,473.0246407,445.3555589,422.3759948,454.3193044,,
107,Bharati College (W),B.A. (Hons.) Hindi,270.7533247,237.6849941,173.003956,,149.6599527,,
108,Bharati College (W),B.A. (Hons.) Sanskrit,228.6977706,126.5792975,128.2389557,,142.2349561,,
109,Bharati College (W),B.A. (Hons.) History,606.5178088,439.3183221,411.1905636,366.3488189,312.4827684,,
110,Bharati College (W),B.A. (Hons.) Political Science,643.6512482,531.1528419,451.5680195,405.0129101,411.4793713,,
111,Bharati College (W),B.Com (Hons.),707.3784743,541.6653207,448.6542885,269.001399,565.169264,,
112,Bharati College (W),B.Com,665.90146,482.3355375,384.9207245,241.6906651,506.141267,,
113,Bharati College (W),B.A. (Hons.) Journalism,672.3204915,509.5434735,458.5963828,433.7373028,515.2267533,,
114,Bharati College (W),B.Sc (Hons.) Mathematics,496.1511788,381.7869087,278.183706,216.1741252,385.4999522,,
115,Bharati College (W),B.A. (Hons.) Psychology,767.0108611,606.7572452,576.1686913,522.8219523,558.7213535,318.0783381,
116,Bharati College (W),B.A. (Hons.) Sociology,633.4311587,472.2950323,396.0262741,454.2544425,374.8174558,,
117,Bharati College (W),B.A Program (History + Political Science),605.4510265,501.8967616,419.8883282,380.9473458,409.9795033,408.6283228,
118,Bharati College (W),B.A Program (Sanskrit + History),216.8345484,,,,,,
119,Bharati College (W),B.A Program (Music + Political Science),472.4021542,267.64696,338.8836409,,,,
120,Bharati College (W),B.A Program (History + Music),480.7102475,247.6534684,201.8704743,,311.7989384,,
121,Bharati College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),528.5065928,346.3435235,263.1732773,243.3192044,230.3744284,,
122,Bharati College (W),B.A Program (Economics + Political Science),612.9041474,434.0819556,384.5335661,218.5530435,313.425453,,
123,Bharati College (W),B.A Program (Punjabi + History),370.2083091,,,,,,
124,Bharati College (W),B.A Program (Economics + OMSP),611.0708158,402.3716038,369.8146264,418.2502552,430.572017,,
125,Bharati College (W),B.A Program (History + OMSP),529.0804918,366.9990602,282.9979664,,255.0560787,,
126,Bharati College (W),B.A Program (Computer Applications + Economics),609.2564245,409.3489247,285.5895215,158.9500431,381.2891729,,
127,Bharati College (W),B.A Program (Computer Applications + Political Science),515.7636631,367.4049025,130.4733619,,286.1656495,,
128,Bharati College (W),B.A Program (Sanskrit + Economics),370.3542515,294.0784239,,,,,
129,Bharati College (W),B.A Program (Punjabi + Economics),409.4565425,,261.6754377,,,,
130,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Biomedical Science,575.933873,492.4744882,418.3449499,353.49252,473.5427523,200.470029,
131,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Botany,496.6327984,426.6857331,355.3356902,317.5652752,423.7424155,,
132,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Chemistry,334.0644712,271.031721,182.0555432,38.9022507,268.2577514,,
133,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Computer Science,609.6479867,508.9437069,426.7668139,303.4543314,523.6710862,,
134,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Electronics,313.2955878,234.1419913,157.7454641,87.1155878,236.6235389,,
135,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Food Technology,535.2005617,459.6862014,366.0827864,324.8157901,451.4536402,210.5085073,
136,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Instrumentation,267.1062296,178.3162262,107.8779156,,179.8763233,,
137,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Microbiology,571.614138,495.0085262,438.2788986,390.8212189,500.2612217,213.4982787,
138,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Physics,348.9675989,265.0245878,177.067044,194.0699727,279.4043058,,
139,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Polymer Science,258.4630513,192.6003963,99.6232156,50.9090163,181.2086703,,
140,Bhaskaracharya College of Applied Sciences,B.Sc (Hons.) Zoology,525.9681089,455.5069769,389.8468576,337.0189605,442.2563867,,
141,Cluster Innovation Centre,B.A. (Hons.) Humanities and Social Sciences,710.5082193,551.431721,439.0136349,446.363014,564.1198687,149.7438865,
142,Cluster Innovation Centre,B.Tech. Information Technology and Mathematical Innovations (IT & MI),550.7369942,497.0068459,432.238587,356.6994119,514.7736092,374.0410653,
143,College of Vocational Studies,B.Com (Hons.),816.6193179,717.3504481,637.2622881,508.1220244,760.8443443,,
144,College of Vocational Studies,B.A. (Hons.) Economics,762.8670282,533.7419512,417.4273284,,593.622933,,
145,College of Vocational Studies,B.A. (Hons.) History,693.976604,578.7036183,485.023875,476.6759288,547.0563816,,
146,College of Vocational Studies,B.Sc (Hons.) Computer Science,632.8169106,539.773313,427.2599924,323.6972822,577.758315,,
147,College of Vocational Studies,B.A. (Hons.) Hindi,345.1193919,236.2245473,276.4307221,,,,
148,College of Vocational Studies,B.A. (Hons.) English,708.6783009,584.2899782,506.8410759,472.5196677,553.5283706,,
149,College of Vocational Studies,B.A. (Hons.) Business Economics,464.6983255,321.1296672,254.5443306,233.3381972,342.7248688,,
150,College of Vocational Studies,Bachelor of Management Studies (BMS),498.8657905,373.5685478,322.6201304,133.1534823,404.0719802,327.2313245,
151,College of Vocational Studies,B.A. (Vocational Studies) Office Management and Secretarial Practice,631.2592943,458.1292157,401.1792935,173.8168544,470.4157846,120.0210409,
152,College of Vocational Studies,B.A. (Vocational Studies) Marketing Management and Retail Business,666.0279689,499.4213114,433.0116716,222.7675197,521.7473533,365.5181276,
153,College of Vocational Studies,B.A. (Vocational Studies) Human Resource Management,681.00051,532.7120879,460.7974627,342.3566931,552.2524048,99.5552972,
154,College of Vocational Studies,B.A. (Vocational Studies) Small and Medium Enterprises,651.115564,481.5593694,402.0492155,147.1875379,489.2412184,374.4564655,
155,College of Vocational Studies,B.A. (Vocational Studies) Management and Marketing of Insurance,662.9975771,493.2615596,438.1278236,214.2213852,545.5865535,,
156,College of Vocational Studies,B.A. (Vocational Studies) Material Management,630.5822765,457.5900425,392.5717936,113.2419383,469.3309363,,
157,College of Vocational Studies,B.A. (Vocational Studies) Tourism Management,631.3677422,482.3292456,418.4494009,373.5485168,472.2178264,302.6579781,
158,Daulat Ram College (W),B.A. (Hons.) Economics,794.6840099,613.9440623,525.2076315,283.394345,656.7136223,,
159,Daulat Ram College (W),B.A. (Hons.) English,782.1261215,681.4810257,635.8860446,612.8133333,708.5246279,201.0176554,
160,Daulat Ram College (W),B.A. (Hons.) Hindi,412.1559888,242.2929601,294.0413132,259.9144407,251.0735999,,
161,Daulat Ram College (W),B.A. (Hons.) History,818.1843702,755.5463143,662.7580748,685.9184183,736.4940182,195.6676541,
162,Daulat Ram College (W),B.A. (Hons.) Philosophy,748.5192699,630.77661,571.4050625,463.4998047,644.6265499,,
163,Daulat Ram College (W),B.A. (Hons.) Political Science,843.3316209,800.6360433,710.0639993,723.7726397,804.3252767,522.6868064,
164,Daulat Ram College (W),B.A. (Hons.) Psychology,874.15898,767.7367439,744.5551208,750.6911295,776.1895866,595.098143,
165,Daulat Ram College (W),B.A. (Hons.) Sanskrit,146.0145037,138.6837249,222.5951083,,164.1595371,,
166,Daulat Ram College (W),B.Sc (Hons.) Bio-Chemistry,607.8157061,544.4898695,484.4300039,430.3048239,555.8578986,392.4598503,
167,Daulat Ram College (W),B.Sc (Hons.) Botany,556.9893388,503.9957416,422.9945461,385.4355586,495.9384257,,
168,Daulat Ram College (W),B.Sc (Hons.) Chemistry,429.7361714,370.8987731,248.9297201,149.9533018,362.569401,,
169,Daulat Ram College (W),B.Sc (Hons.) Physics,421.3593614,353.0850772,232.3044571,108.0270485,362.6299907,,
170,Daulat Ram College (W),B.Sc (Hons.) Mathematics,685.3732885,538.0328412,454.1407531,333.4115586,571.5542562,,
171,Daulat Ram College (W),B.Sc (Hons.) Zoology,593.1720725,549.0671639,462.582286,427.2968433,551.8381168,200.0880313,
172,Daulat Ram College (W),B.Sc (Prog.) Life Science,548.6423934,497.7788725,401.2467146,343.389713,508.151233,,
173,Daulat Ram College (W),B.Com (Hons.),864.8433498,785.359697,702.6020886,636.3563419,818.877395,190.5184234,
174,Daulat Ram College (W),B.Com,840.7634507,753.971387,667.7269019,543.8657934,802.1612803,316.8400426,
175,Daulat Ram College (W),B.A Program (Sanskrit + Music),327.7569557,281.70139,,,,,
176,Daulat Ram College (W),B.A Program (Economics + Mathematics),797.1807104,624.0220033,481.5452455,540.6858652,689.2226862,,
177,Daulat Ram College (W),B.A Program (History + Political Science),811.6317749,747.3789925,666.8612893,661.8534251,743.0233748,444.4303765,
178,Daulat Ram College (W),B.A Program (Music + Nutrition And Health Education(NHE)),652.7939702,501.0753511,429.2309984,,500.667344,,
179,Daulat Ram College (W),B.A Program (Philosophy + Psychology),791.7407451,669.431802,603.2606646,526.912008,652.6214851,,
180,Daulat Ram College (W),B.A Program (Physical Education + Political Science),734.8626325,605.089994,538.7200606,520.156573,580.7075235,,
181,Daulat Ram College (W),B.A Program (Hindi + Physical Education),593.8909639,455.3070901,452.5311297,322.8540774,369.4476499,,
182,Daulat Ram College (W),B.A Program (English + History),775.527496,722.096736,627.144364,671.5735373,698.7208582,279.4262527,
183,Daulat Ram College (W),B.A Program (Entrepreneurship And Small Business + Nutrition And Health Education),720.0480486,592.1138959,515.0464496,496.4954895,614.614933,373.9562591,
184,Deen Dayal Upadhyaya College,B.A. (Hons.) English,707.0563388,568.0262074,521.078755,510.7420082,555.0192184,175.8784863,
185,Deen Dayal Upadhyaya College,Bachelor of Management Studies (BMS),525.0402941,416.1035571,344.7879247,208.2420734,462.3756691,189.1853841,
186,Deen Dayal Upadhyaya College,B.Com (Hons.),803.4899547,690.5912875,597.812197,463.0837236,733.6024824,248.7756922,
187,Deen Dayal Upadhyaya College,B.Sc (Hons.) Botany,526.1624194,455.6080526,384.7674268,329.3989017,461.480565,,
188,Deen Dayal Upadhyaya College,B.Sc (Hons.) Chemistry,377.6180515,320.3021128,233.1004292,59.9490623,322.1814064,,
189,Deen Dayal Upadhyaya College,B.Sc (Hons.) Computer Science,675.7272677,590.9934663,496.6307675,402.7345926,614.3234529,177.7683389,
190,Deen Dayal Upadhyaya College,B.Sc (Hons.) Electronics,344.1266043,261.9183225,170.136309,66.5888657,268.5463938,,
191,Deen Dayal Upadhyaya College,B.Sc (Hons.) Mathematics,605.4854521,472.4880261,367.9649259,159.5679198,501.2646464,,
192,Deen Dayal Upadhyaya College,B.Sc (Hons.) Physics,389.083944,308.2095728,214.0538988,102.5536553,324.0657746,,
193,Deen Dayal Upadhyaya College,B.Sc (Hons.) Zoology,553.2988203,505.3208454,419.3921826,407.9579661,484.1068946,,
194,Deen Dayal Upadhyaya College,B.Sc (Prog.) Life Science,524.6054358,460.0726868,373.7555348,302.1708377,464.6532608,,
195,Deen Dayal Upadhyaya College,B.Sc (Prog.) Mathematical Sciences,564.5349676,409.5390847,328.9323439,,431.3863521,,
196,Deen Dayal Upadhyaya College,B.Sc (Prog.) Physical Science with Chemistry,284.5359192,227.6253903,137.2587108,100.8338688,229.3520978,,
197,Deen Dayal Upadhyaya College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,354.5696742,271.7269384,196.0658628,76.0041793,310.2545455,,
198,Deen Dayal Upadhyaya College,B.A Program (Economics + History),666.8415572,531.6172329,447.7438729,436.8623747,499.9532016,510.8015662,
199,Deen Dayal Upadhyaya College,B.A Program (Economics + Political Science),682.1852108,559.1210489,494.2196815,534.1687488,533.2752027,328.5428019,
200,Deen Dayal Upadhyaya College,B.A Program (History + Political Science),697.2521494,589.7884519,505.074881,549.452573,535.1059627,285.6482796,
201,Delhi College of Arts and Commerce,B.Com,811.332681,715.730193,621.6099664,516.211593,761.2531752,242.4501961,
202,Delhi College of Arts and Commerce,B.Com (Hons.),833.087033,748.5556425,669.2085619,610.7278567,788.6817647,355.9199953,
203,Delhi College of Arts and Commerce,B.A. (Hons.) Economics,784.3040477,595.2722759,501.6355187,336.0059273,635.5835246,,
204,Delhi College of Arts and Commerce,B.A. (Hons.) English,743.0426277,618.2770994,575.0562679,560.2774248,643.7618958,170.6760354,
205,Delhi College of Arts and Commerce,B.A. (Hons.) History,760.309633,692.1200716,605.7279822,608.1388176,685.7758467,349.734797,
206,Delhi College of Arts and Commerce,B.A. (Hons.) Political Science,793.3562422,733.7281516,666.4241581,674.7209287,745.943045,430.8781484,
207,Delhi College of Arts and Commerce,B.A. (Hons.) Journalism,779.3648179,642.3224311,596.0885669,549.9513462,694.5900178,553.091446,
208,Delhi College of Arts and Commerce,B.A Program (Hindi + History),643.9927917,561.1300205,471.1600839,445.8094993,492.3853267,348.7201366,
209,Delhi College of Arts and Commerce,B.A Program (Hindi + Political Science),660.996804,568.4347324,518.8237536,370.7072135,580.3550244,,
210,Delhi College of Arts and Commerce,"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",765.9402409,670.5724673,603.4393865,535.3985097,670.0220274,391.5074036,
211,Delhi College of Arts and Commerce,B.A Program (Economics + Human Resource Management (HRM)),787.2351596,659.670452,571.385054,493.281769,665.5930651,391.2191135,
212,Delhi College of Arts and Commerce,B.A Program (History + Political Science),765.3684727,677.6387049,634.6356953,589.7557078,666.8866276,481.2774288,
213,Delhi College of Arts and Commerce,B.A Program (English + German),617.2551204,443.1065772,469.9293708,,424.0201337,,
214,Delhi College of Arts and Commerce,B.A Program (Hindi + Physical Education),596.3083572,488.3098859,468.5976133,349.4680589,439.6514632,,
215,Delhi College of Arts and Commerce,B.A Program (Economics + Mathematics),774.2058291,591.7360896,474.9280385,421.4171268,702.7335658,,
216,Delhi College of Arts and Commerce,B.A Program (English + Spanish),583.9029725,402.8039843,399.5227334,164.9616505,381.2775525,,
